model,scene,split,n,change_ratio,auc,f1_at_0.5,best_global_f1,best_global_tau,percube_oracle_pooled,percube_oracle_meancube
randla,009-2,test,61508,0.0,nan,0.0,0.0,0.5,0.0,nan
randla,009-3,test,56768,0.0042,0.856,0.0327,0.0349,0.48,0.1047,0.1047
randla,009-4,test,75073,0.004,0.7006,0.0005,0.0179,0.02,0.0225,0.0336
randla,009-5,test,59424,0.0088,0.7831,0.0448,0.05,0.36,0.0416,0.0827
randla,014-2,val,49660,0.0,nan,0.0,0.0,0.5,0.0,nan
randla,014-3,val,57898,0.0026,0.9599,0.0579,0.1439,0.94,0.1439,0.1439
randla,014-4,val,58069,0.0082,0.9791,0.1206,0.3201,0.92,0.3201,0.3201
randla,014-5,val,56295,0.011,0.9744,0.2977,0.3802,0.74,0.3965,0.4154
randla,017-2,test,101198,0.0,nan,0.0,0.0,0.5,0.0,nan
randla,017-3,test,99171,0.027,0.8113,0.1727,0.1946,0.2,0.3037,0.2428
randla,017-4,test,89170,0.0018,0.9303,0.0096,0.034,0.18,0.3712,0.3712
randla,017-5,test,98218,0.0036,0.8938,0.0886,0.1136,0.68,0.1597,0.1666
randla,018-2,test,198639,0.0,nan,0.0,0.0,0.5,0.0,nan
randla,018-3,test,202230,0.021,0.6978,0.0812,0.1447,0.1,0.2496,0.2414
randla,018-4,test,242224,0.0017,0.4656,0.0,0.0,0.5,0.0,0.0
randla,018-5,test,237330,0.0074,0.564,0.0,0.0096,0.02,0.0373,0.0443
randla,019-2,test,64889,0.0053,0.9393,0.0728,0.0922,0.9,0.1029,0.1029
randla,019-3,test,63654,0.0168,0.6655,0.0,0.0262,0.02,0.0964,0.0964
randla,019-4,test,63780,0.0034,0.9274,0.0586,0.0649,0.6,0.0488,0.0426
randla,019-5,test,72113,0.0163,0.8267,0.1017,0.1068,0.34,0.1371,0.1064
randla,020-2,val,135408,0.004,0.8547,0.03,0.0341,0.38,0.0405,0.0845
randla,020-3,val,132798,0.0356,0.7935,0.2572,0.3996,0.88,0.4899,0.4135
randla,020-4,val,150140,0.0585,0.8342,0.2899,0.3023,0.38,0.4984,0.4312
randla,023-2,test,208496,0.0051,0.7313,0.0258,0.0483,0.98,0.038,0.1015
randla,023-3,test,238419,0.0172,0.989,0.4641,0.702,0.98,0.4498,0.268
randla,023-4,test,247383,0.0188,0.9805,0.3192,0.5898,0.96,0.7004,0.7004
randla,023-5,test,266160,0.0445,0.9584,0.5279,0.5595,0.78,0.4703,0.4153
randla,026-2,test,85235,0.0,nan,0.0,0.0,0.5,0.0,nan
randla,026-3,test,72327,0.0021,0.9568,0.0555,0.0634,0.62,0.1,0.1
randla,026-4,test,77469,0.0065,0.8227,0.06,0.0631,0.54,0.1198,0.0674
randla,026-5,test,82172,0.0038,0.9513,0.0826,0.3897,0.94,0.3897,0.3897
randla,027-2,test,93230,0.0168,0.5493,0.0,0.0187,0.02,0.0194,0.0524
randla,027-3,test,90437,0.0113,0.9882,0.1889,0.6088,0.98,0.6088,0.6088
randla,027-4,test,100904,0.0061,0.9662,0.142,0.4901,0.96,0.4901,0.4901
randla,035-2,test,74934,0.01,0.9895,0.2148,0.5368,0.98,0.5368,0.5368
randla,035-3,test,102558,0.0718,0.97,0.6366,0.7093,0.84,0.7817,0.8345
randla,035-4,test,98422,0.0146,0.8729,0.2996,0.3117,0.56,0.497,0.5313
randla,035-5,test,103171,0.0694,0.9449,0.5513,0.7329,0.98,0.7896,0.6694
randla,036-2,test,167802,0.0055,0.4951,0.1695,0.3555,0.92,0.3569,0.368
randla,036-3,test,147814,0.007,0.998,0.4372,0.7381,0.94,0.7482,0.7482
randla,036-4,test,151218,0.0304,0.8982,0.4426,0.4565,0.6,0.449,0.4534
randla,036-5,test,155858,0.0339,0.7918,0.4548,0.5329,0.86,0.6085,0.5869
randla,039-2,test,154177,0.0061,0.945,0.1539,0.1539,0.5,0.3399,0.3399
randla,039-5,test,164569,0.0731,0.9003,0.4491,0.4497,0.62,0.5675,0.6212
randla,040-3,test,282613,0.0141,0.9091,0.2744,0.6122,0.96,0.4259,0.4075
randla,040-4,test,277978,0.0572,0.9063,0.4588,0.4955,0.8,0.5211,0.4668
randla,040-5,test,269900,0.0684,0.9238,0.4962,0.5564,0.82,0.5573,0.5924
randla,041-2,test,56643,0.0204,0.8304,0.1795,0.1883,0.42,0.1887,0.1887
randla,041-3,test,61573,0.0436,0.9943,0.4778,0.8478,0.98,0.8481,0.8481
randla,041-4,test,57601,0.0264,0.9823,0.3488,0.6601,0.96,0.6601,0.6601
randla,041-5,test,62375,0.094,0.96,0.6273,0.7176,0.9,0.7176,0.7176
randla,045-2,val,71612,0.0018,0.4343,0.0,0.0006,0.04,0.0013,0.0013
randla,045-3,val,73736,0.0009,0.9595,0.0129,0.0333,0.72,0.0516,0.0516
randla,045-4,val,78322,0.101,0.8861,0.5414,0.6256,0.88,0.5112,0.3542
randla,046-2,test,77971,0.0014,0.9195,0.0072,0.0205,0.08,0.0231,0.0343
randla,046-3,test,78579,0.0107,0.9484,0.2297,0.2593,0.64,0.391,0.391
randla,046-4,test,71061,0.0019,0.8376,0.0122,0.0151,0.28,0.0225,0.0225
randla,046-5,test,67519,0.0184,0.9345,0.2784,0.2961,0.6,0.2995,0.2428
randla,047-2,val,96643,0.0033,0.9697,0.0818,0.1251,0.78,0.4536,0.4536
randla,047-3,val,115977,0.0008,0.9239,0.0117,0.0134,0.58,0.0601,0.0601
randla,047-5,val,123115,0.0096,0.9259,0.1402,0.1641,0.84,0.1663,0.161
randla,048-2,val,210820,0.0019,0.6233,0.0012,0.0028,0.1,0.0062,0.0101
randla,048-3,val,218959,0.0028,0.1578,0.0027,0.0036,0.62,0.0036,0.0088
randla,048-4,val,230039,0.0031,0.409,0.0,0.0014,0.04,0.0079,0.0121
randla,048-5,val,226799,0.005,0.4463,0.0,0.0048,0.02,0.0131,0.0121
randla,049-2,test,148058,0.003,0.9348,0.0701,0.1031,0.92,0.1075,0.1241
randla,049-5,test,162691,0.0055,0.9798,0.2276,0.2769,0.72,0.6083,0.6083
randla,053-2,test,304383,0.0,nan,0.0,0.0,0.5,0.0,nan
randla,053-3,test,312314,0.0148,0.9706,0.3481,0.4965,0.9,0.5342,0.5342
randla,053-4,test,299755,0.028,0.9388,0.3731,0.4265,0.76,0.5473,0.5066
randla,053-5,test,301047,0.0318,0.9681,0.4433,0.5472,0.92,0.6256,0.6093
randla,055-2,test,92714,0.0041,0.9403,0.0788,0.0812,0.48,0.083,0.083
randla,055-4,test,85113,0.0049,0.8779,0.0694,0.0719,0.52,0.0604,0.0396
randla,055-5,test,87859,0.0093,0.9051,0.1522,0.1568,0.48,0.1136,0.0989
randla,059-3,val,127538,0.0045,0.941,0.0923,0.2367,0.94,0.2435,0.2435
randla,064-2,val,101898,0.0018,0.6599,0.0,0.0023,0.02,0.0052,0.0052
randla,064-3,val,95651,0.0291,0.9745,0.3686,0.7606,0.98,0.7752,0.7758
randla,064-4,val,92139,0.0069,0.5627,0.0,0.0021,0.02,0.0043,0.0482
randla,064-5,val,111671,0.033,0.9627,0.3792,0.6235,0.96,0.6386,0.5437
randla,065-2,test,54020,0.0004,0.2722,0.0,0.0,0.5,0.0,0.0
randla,065-3,test,58220,0.0078,0.8484,0.0,0.0521,0.02,0.058,0.058
randla,065-4,test,56762,0.0011,0.1703,0.0,0.0,0.5,0.0,0.0
randla,065-5,test,56343,0.0086,0.9114,0.191,0.2441,0.82,0.2441,0.2441
randla,067-2,test,160533,0.0,nan,0.0,0.0,0.5,0.0,nan
randla,067-4,test,169239,0.0191,0.9558,0.2704,0.4689,0.98,0.2893,0.2523
randla,067-5,test,194913,0.0163,0.9656,0.2734,0.5141,0.98,0.5119,0.3187
randla,068-2,val,105643,0.0028,0.9429,0.0,0.099,0.26,0.1838,0.1838
randla,068-3,val,111731,0.0005,0.9896,0.0468,0.0572,0.68,0.0935,0.0935
randla,068-4,val,114099,0.0033,0.9001,0.126,0.3303,0.88,0.0234,0.2392
randla,068-5,val,118999,0.0057,0.9387,0.2183,0.2477,0.64,0.2546,0.2672
randla,071-2,test,316378,0.0091,0.9139,0.1161,0.2725,0.96,0.1808,0.2201
randla,071-3,test,324895,0.0015,0.7337,0.0042,0.0069,0.02,0.0304,0.0662
randla,071-4,test,310519,0.047,0.9362,0.4512,0.5748,0.9,0.5176,0.5151
randla,071-5,test,319535,0.0437,0.9115,0.3895,0.5466,0.96,0.6036,0.5341
randla,076-2,val,73647,0.0093,0.7511,0.055,0.0772,0.88,0.2018,0.2018
randla,076-3,val,73100,0.0074,0.9552,0.0744,0.1862,0.98,0.2315,0.2315
randla,076-5,val,100023,0.0203,0.8349,0.2305,0.488,0.88,0.3774,0.3903
randla,083-2,val,123545,0.0,0.9281,0.0,0.001,0.46,0.0096,0.0096
randla,083-3,val,136060,0.0159,0.9775,0.2182,0.5355,0.98,0.55,0.5364
randla,083-4,val,121555,0.0088,0.9404,0.1145,0.3063,0.96,0.3486,0.3494
randla,083-5,val,119507,0.0244,0.9348,0.2406,0.4692,0.98,0.6295,0.464
randla,085-2,test,93259,0.0028,0.9621,0.0581,0.1418,0.9,0.1476,0.2506
randla,085-3,test,100300,0.0201,0.9286,0.227,0.5184,0.98,0.5742,0.5742
randla,085-4,test,104322,0.3033,0.9707,0.7837,0.8481,0.14,0.8825,0.8912
randla,085-5,test,117449,0.2596,0.9656,0.8345,0.8401,0.38,0.8502,0.8556
randla,106-2,test,66904,0.0342,0.7092,0.0278,0.1058,0.02,0.1059,0.1043
randla,106-3,test,70965,0.0268,0.756,0.0635,0.1043,0.04,0.1124,0.1468
randla,106-4,test,75155,0.029,0.6278,0.0287,0.0444,0.02,0.0361,0.0588
randla,106-5,test,67337,0.049,0.7157,0.0854,0.1559,0.02,0.1636,0.1946
randla,111-2,test,102272,0.0,nan,0.0,0.0,0.5,0.0,nan
randla,111-3,test,104394,0.0194,0.9968,0.2885,0.812,0.98,0.8125,0.8146
randla,111-4,test,103645,0.0208,0.9662,0.3338,0.6049,0.94,0.6042,0.4899
randla,111-5,test,128537,0.0296,0.9806,0.4461,0.7021,0.96,0.7021,0.714
randla,115-3,val,122885,0.0042,0.9281,0.0926,0.1222,0.8,0.1652,0.1645
randla,115-4,val,106744,0.0052,0.7204,0.0567,0.0651,0.72,0.0659,0.0659
randla,115-5,val,126310,0.0035,0.5856,0.0,0.0169,0.14,0.0318,0.0308
randla,119-2,test,79312,0.0011,0.8217,0.0073,0.0114,0.28,0.0154,0.0756
randla,119-3,test,72622,0.0123,0.9152,0.1024,0.1539,0.28,0.1584,0.1584
randla,119-4,test,77498,0.0304,0.9376,0.3618,0.4606,0.8,0.4626,0.4626
randla,119-5,test,77915,0.0447,0.9311,0.4794,0.4892,0.56,0.416,0.1369
randla,120-2,test,135502,0.0068,0.7654,0.0065,0.0267,0.02,0.0777,0.0777
randla,120-3,test,131968,0.0121,0.9931,0.3503,0.7097,0.96,0.7264,0.6499
randla,120-4,test,151062,0.0204,0.8753,0.2184,0.234,0.36,0.3299,0.3665
randla,120-5,test,135797,0.0378,0.8863,0.3353,0.3611,0.34,0.3966,0.396
randla,123-2,test,62346,0.0001,0.8676,0.0018,0.0019,0.52,0.0034,0.0034
randla,123-3,test,64323,0.0048,0.9863,0.0648,0.4777,0.98,0.6404,0.6404
randla,123-4,test,64036,0.0142,0.7381,0.1378,0.2559,0.92,0.1094,0.2199
randla,123-5,test,62612,0.0158,0.8942,0.2195,0.4491,0.96,0.1559,0.3705
randla,133-2,val,47343,0.0362,0.727,0.1281,0.1386,0.6,0.1424,0.1424
randla,133-3,val,49070,0.0061,0.4796,0.0,0.0059,0.02,0.008,0.008
randla,133-4,val,35336,0.0445,0.7503,0.0251,0.139,0.02,0.239,0.239
randla,133-5,val,48435,0.0831,0.7496,0.1163,0.2458,0.02,0.2618,0.2618
randla,140-2,val,75761,0.0,nan,0.0,0.0,0.5,0.0,nan
randla,140-3,val,90049,0.0011,0.0591,0.0,0.0,0.5,0.0,0.0
randla,147-2,test,95182,0.0141,0.6833,0.0147,0.0481,0.06,0.0431,0.0525
randla,147-3,test,120938,0.015,0.9266,0.1944,0.2251,0.72,0.222,0.3634
randla,147-4,test,104749,0.0379,0.847,0.3617,0.4101,0.3,0.4181,0.3213
randla,147-5,test,112934,0.018,0.6694,0.1346,0.1374,0.48,0.2079,0.126
randla,148-2,test,67936,0.0009,0.9593,0.0252,0.0361,0.72,0.0361,0.0361
randla,148-3,test,82277,0.0007,0.9139,0.0089,0.01,0.54,0.01,0.01
randla,148-4,test,85006,0.0132,0.9847,0.2249,0.687,0.94,0.687,0.687
randla,148-5,test,77488,0.0194,0.9495,0.276,0.4954,0.8,0.4954,0.4954
randla,151-2,test,122036,0.0195,0.8692,0.2491,0.2953,0.7,0.387,0.387
randla,151-3,test,128829,0.0007,0.8768,0.0067,0.0078,0.56,0.0308,0.0308
randla,151-4,test,128972,0.0028,0.9892,0.1444,0.2804,0.76,0.5175,0.5175
randla,151-5,test,136546,0.02,0.8335,0.1768,0.1871,0.54,0.2519,0.2911
randla,152-2,test,101059,0.0056,0.8348,0.0232,0.0362,0.06,0.0508,0.0508
randla,152-3,test,104503,0.0072,0.7413,0.0,0.0393,0.06,0.0391,0.1019
randla,152-4,test,96662,0.0176,0.9179,0.0874,0.2,0.28,0.2185,0.2373
randla,152-5,test,104491,0.0265,0.889,0.1433,0.2097,0.2,0.225,0.2206
randla,153-4,test,75291,0.01,0.8561,0.0493,0.1521,0.98,0.2776,0.262
randla,153-5,test,90440,0.0345,0.9007,0.2812,0.2975,0.64,0.3105,0.3084
randla,154-2,val,121454,0.0017,0.7898,0.0,0.0106,0.04,0.2158,0.2158
randla,154-3,val,149699,0.0015,0.9151,0.0152,0.0217,0.3,0.038,0.038
randla,154-4,val,121666,0.0144,0.8779,0.0625,0.1246,0.18,0.3634,0.3634
randla,154-5,val,155796,0.0107,0.9245,0.1201,0.1411,0.36,0.1218,0.1358
randla,172-2,val,52535,0.0,nan,0.0,0.0,0.5,0.0,nan
randla,172-3,val,64673,0.0181,0.8989,0.1709,0.273,0.88,0.2527,0.29
randla,172-4,val,66296,0.0614,0.9665,0.5689,0.6132,0.76,0.6159,0.5673
randla,172-5,val,64764,0.0731,0.9617,0.5701,0.6465,0.86,0.6783,0.683
randla,175-2,test,64969,0.0062,0.8299,0.0048,0.0397,0.08,0.0404,0.0404
randla,175-3,test,73915,0.0079,0.9989,0.1451,0.5548,0.98,0.5548,0.5548
randla,175-4,test,75080,0.0441,0.9666,0.399,0.5831,0.94,0.5831,0.5831
randla,177-2,test,31647,0.0018,0.7838,0.0,0.0011,0.06,0.0012,0.0012
randla,177-3,test,36990,0.0057,0.887,0.0965,0.1071,0.54,0.1071,0.1071
randla,177-4,test,38872,0.0042,0.8752,0.1146,0.1484,0.4,0.1612,0.1612
randla,177-5,test,43632,0.0079,0.9394,0.1443,0.1639,0.64,0.1697,0.1697
randla,178-2,val,94207,0.0147,0.7109,0.0265,0.0719,0.1,0.0889,0.1208
randla,178-3,val,94285,0.0039,0.9269,0.0281,0.0617,0.24,0.1809,0.1809
randla,178-4,val,90476,0.0235,0.8083,0.293,0.2959,0.34,0.2169,0.1504
randla,178-5,val,91002,0.0414,0.9195,0.4564,0.4953,0.64,0.3731,0.3066
randla,183-2,val,64107,0.0006,0.9855,0.0156,0.0955,0.94,0.0982,0.0982
randla,183-3,val,81072,0.0142,0.9079,0.1489,0.4557,0.98,0.4567,0.4567
randla,183-4,val,70055,0.0169,0.768,0.0293,0.0892,0.04,0.1126,0.1126
randla,183-5,val,79649,0.0223,0.9241,0.2249,0.2404,0.94,0.1693,0.1431
randla,187-2,val,75403,0.0155,0.9016,0.308,0.308,0.5,0.3732,0.3836
randla,187-3,val,76320,0.0061,0.9722,0.1576,0.2854,0.92,0.2854,0.2854
randla,187-4,val,64839,0.0212,0.8727,0.1487,0.2246,0.14,0.2265,0.2265
randla,187-5,val,80597,0.0186,0.9406,0.139,0.2825,0.06,0.2801,0.1873
randla,189-2,val,102100,0.0081,0.9383,0.0,0.137,0.08,0.2284,0.2284
randla,189-3,val,104340,0.005,0.9992,0.3023,0.8185,0.98,0.8185,0.8185
randla,189-4,val,98152,0.0077,0.9576,0.4402,0.4701,0.66,0.1336,0.2633
randla,189-5,val,113111,0.0176,0.9845,0.6161,0.6652,0.74,0.6889,0.7086
randla,190-2,test,228897,0.0059,0.6147,0.1734,0.2002,0.72,0.3873,0.2946
randla,190-3,test,219197,0.0141,0.9771,0.6109,0.8439,0.9,0.8933,0.8884
randla,190-4,test,258749,0.2217,0.7039,0.238,0.4741,0.02,0.6338,0.59
randla,190-5,test,230686,0.2322,0.7359,0.3435,0.5428,0.02,0.6748,0.46
randla,191-2,test,95762,0.003,0.9959,0.2312,0.4763,0.72,0.4763,0.4763
randla,191-3,test,108006,0.001,0.8653,0.0021,0.0107,0.16,0.0115,0.0115
randla,191-4,test,103067,0.011,0.9361,0.2726,0.4427,0.78,0.4462,0.4462
randla,191-5,test,119644,0.005,0.9668,0.0512,0.1729,0.96,0.1739,0.1739
randla,196-2,test,70429,0.0,nan,0.0,0.0,0.5,0.0,nan
randla,196-3,test,82246,0.0269,0.9802,0.3727,0.5411,0.98,0.5411,0.5411
randla,196-4,test,79011,0.0388,0.9246,0.3593,0.3598,0.54,0.366,0.366
randla,196-5,test,103000,0.0617,0.9514,0.4687,0.5509,0.86,0.5519,0.5519
randla,197-2,test,103902,0.0003,0.7811,0.0,0.0018,0.02,0.0027,0.0027
randla,197-3,test,98673,0.0027,0.9974,0.23,0.6597,0.92,0.6597,0.6597
randla,197-4,test,96762,0.0104,0.9128,0.2782,0.4455,0.92,0.4476,0.4476
randla,197-5,test,122383,0.0139,0.938,0.3315,0.5493,0.88,0.5493,0.5493
randla,198-3,test,145104,0.0729,0.8272,0.4304,0.49,0.82,0.5494,0.553
randla,198-4,test,164533,0.1131,0.8768,0.589,0.6039,0.78,0.6252,0.3786
randla,198-5,test,158470,0.1394,0.9465,0.6967,0.7047,0.34,0.7132,0.7125
randla,202-2,val,110347,0.0129,0.7928,0.0545,0.0693,0.1,0.1019,0.1019
randla,202-3,val,104028,0.0021,0.9813,0.1011,0.2079,0.74,0.2126,0.2126
randla,202-4,val,109424,0.0684,0.8756,0.3575,0.3923,0.28,0.3975,0.3975
randla,202-5,val,94786,0.0817,0.9189,0.5163,0.5282,0.22,0.5436,0.5011
randla,211-2,val,93055,0.0024,0.944,0.0529,0.1075,0.74,0.1008,0.1379
randla,211-3,val,85773,0.0,nan,0.0,0.0,0.5,0.0,nan
randla,211-4,val,87637,0.0033,0.9903,0.1148,0.3078,0.84,0.6079,0.6079
randla,211-5,val,94849,0.0056,0.9626,0.1382,0.2695,0.86,0.2239,0.2759
randla,212-2,test,105349,0.0116,0.9366,0.2133,0.3058,0.94,0.3321,0.321
randla,212-3,test,95165,0.0008,0.9979,0.0548,0.3343,0.96,0.3343,0.3343
randla,212-4,test,106672,0.0024,0.882,0.0066,0.024,0.12,0.0519,0.0519
randla,212-5,test,107577,0.0137,0.9243,0.3013,0.4043,0.88,0.4196,0.3053
randla,216-2,test,64436,0.0025,0.9342,0.0,0.0527,0.06,0.0527,0.0527
randla,216-3,test,61493,0.0021,0.9829,0.2262,0.4454,0.76,0.4454,0.4454
randla,216-4,test,65652,0.0011,0.8885,0.0,0.0135,0.02,0.0145,0.0145
randla,216-5,test,66564,0.0033,0.9451,0.0254,0.0695,0.08,0.078,0.078
randla,218-2,test,102100,0.0013,0.9706,0.0563,0.067,0.44,0.086,0.086
randla,218-3,test,104340,0.0045,0.9974,0.2915,0.6056,0.96,0.6056,0.6056
randla,218-4,test,98152,0.0084,0.966,0.397,0.7068,0.88,0.1595,0.3657
randla,218-5,test,113112,0.0137,0.9913,0.478,0.7072,0.9,0.7072,0.7048
randla,220-2,val,68027,0.0,nan,0.0,0.0,0.5,0.0,nan
randla,220-3,val,63876,0.0134,0.9512,0.2546,0.6826,0.88,0.6826,0.6826
randla,220-4,val,79747,0.0619,0.9679,0.4776,0.6791,0.96,0.7312,0.6675
randla,220-5,val,80416,0.0768,0.9739,0.5315,0.6972,0.9,0.6957,0.7444
randla,221-2,test,111301,0.0005,0.884,0.0,0.0056,0.02,0.0139,0.0139
randla,221-3,test,125072,0.0019,0.9937,0.2079,0.2923,0.68,0.6502,0.6502
randla,221-4,test,114725,0.0066,0.9953,0.3208,0.5446,0.94,0.549,0.549
randla,221-5,test,132061,0.009,0.9948,0.4042,0.6255,0.88,0.61,0.5487
randla,222-2,test,126364,0.0012,0.8495,0.0,0.0092,0.02,0.0113,0.0113
randla,222-3,test,123892,0.0015,0.9937,0.0348,0.3118,0.98,0.8085,0.8085
randla,222-4,test,140447,0.0075,0.9056,0.1708,0.4055,0.96,0.0994,0.3373
randla,222-5,test,143030,0.0059,0.9784,0.1502,0.409,0.96,0.2114,0.3529
randla,227-2,test,44010,0.0207,0.6345,0.1095,0.1677,0.32,0.1677,0.1677
randla,227-3,test,59217,0.0659,0.6897,0.5379,0.5693,0.74,0.605,0.498
randla,227-4,test,73766,0.0917,0.9124,0.5422,0.5571,0.58,0.6485,0.7816
randla,227-5,test,75512,0.1399,0.7958,0.5227,0.5604,0.74,0.6104,0.5147
randla,POOLED,val,7763592,0.0154,0.8873,0.2126,0.3165,0.94,,
randla,POOLED,test,19245754,0.0285,0.864,0.3348,0.4072,0.88,,
siamese_kpconv,009-2,test,61508,0.0,nan,0.0,0.0,0.5,0.0,nan
siamese_kpconv,009-3,test,56768,0.0042,0.9117,0.0161,0.0546,0.66,0.2075,0.2075
siamese_kpconv,009-4,test,75073,0.004,0.2774,0.0008,0.0099,0.32,0.0138,0.0136
siamese_kpconv,009-5,test,59424,0.0088,0.8415,0.0296,0.0817,0.66,0.0825,0.1143
siamese_kpconv,014-2,val,49660,0.0,nan,0.0,0.0,0.5,0.0,nan
siamese_kpconv,014-3,val,57898,0.0026,0.8199,0.0098,0.0253,0.64,0.1337,0.1337
siamese_kpconv,014-4,val,58069,0.0082,0.7032,0.029,0.037,0.66,0.2099,0.2099
siamese_kpconv,014-5,val,56295,0.011,0.6497,0.0267,0.0406,0.72,0.0882,0.1283
siamese_kpconv,017-2,test,101198,0.0,nan,0.0,0.0,0.5,0.0,nan
siamese_kpconv,017-3,test,99171,0.027,0.4413,0.0553,0.0642,0.44,0.1499,0.1086
siamese_kpconv,017-4,test,89170,0.0018,0.8034,0.0059,0.0134,0.66,0.5137,0.5137
siamese_kpconv,017-5,test,98218,0.0036,0.3989,0.0054,0.0081,0.7,0.0128,0.0996
siamese_kpconv,018-2,test,198639,0.0,nan,0.0,0.0,0.5,0.0,nan
siamese_kpconv,018-3,test,202230,0.021,0.6719,0.0659,0.0733,0.58,0.3562,0.3555
siamese_kpconv,018-4,test,242224,0.0017,0.3502,0.0019,0.0038,0.3,0.0429,0.0429
siamese_kpconv,018-5,test,237330,0.0074,0.4483,0.0122,0.015,0.72,0.0797,0.1653
siamese_kpconv,019-2,test,64889,0.0053,0.6657,0.0192,0.0248,0.56,0.1452,0.1452
siamese_kpconv,019-3,test,63654,0.0168,0.4975,0.0295,0.0379,0.4,0.1538,0.1538
siamese_kpconv,019-4,test,63780,0.0034,0.6822,0.0132,0.0148,0.52,0.0101,0.0486
siamese_kpconv,019-5,test,72113,0.0163,0.4819,0.0282,0.0352,0.38,0.0505,0.0854
siamese_kpconv,020-2,val,135408,0.004,0.2625,0.0,0.0085,0.26,0.019,0.019
siamese_kpconv,020-3,val,132798,0.0356,0.7964,0.1253,0.1981,0.64,0.4742,0.4809
siamese_kpconv,020-4,val,150140,0.0585,0.6231,0.1473,0.2127,0.66,0.4534,0.3753
siamese_kpconv,023-2,test,208496,0.0051,0.7111,0.0191,0.0218,0.56,0.121,0.1271
siamese_kpconv,023-3,test,238419,0.0172,0.8305,0.0552,0.1209,0.84,0.2046,0.324
siamese_kpconv,023-4,test,247383,0.0188,0.7742,0.0607,0.1207,0.86,0.5421,0.5421
siamese_kpconv,023-5,test,266160,0.0445,0.6307,0.1136,0.1221,0.58,0.3457,0.2929
siamese_kpconv,026-2,test,85235,0.0,nan,0.0,0.0,0.5,0.0,nan
siamese_kpconv,026-3,test,72327,0.0021,0.6016,0.0065,0.0073,0.48,0.0155,0.0155
siamese_kpconv,026-4,test,77469,0.0065,0.6131,0.0174,0.0228,0.58,0.0899,0.0559
siamese_kpconv,026-5,test,82172,0.0038,0.7074,0.013,0.0157,0.58,0.1148,0.1148
siamese_kpconv,027-2,test,93230,0.0168,0.905,0.047,0.2529,0.76,0.2514,0.286
siamese_kpconv,027-3,test,90437,0.0113,0.9795,0.0293,0.6136,0.78,0.7044,0.7044
siamese_kpconv,027-4,test,100904,0.0061,0.8047,0.0207,0.1515,0.78,0.4079,0.4079
siamese_kpconv,035-2,test,74934,0.01,0.7406,0.0511,0.0513,0.54,0.6338,0.6338
siamese_kpconv,035-3,test,102558,0.0718,0.7958,0.2561,0.3683,0.8,0.7237,0.7801
siamese_kpconv,035-4,test,98422,0.0146,0.6461,0.0413,0.1064,0.86,0.1663,0.3238
siamese_kpconv,035-5,test,103171,0.0694,0.7081,0.2148,0.2467,0.6,0.4497,0.3867
siamese_kpconv,036-2,test,167802,0.0055,0.6393,0.0163,0.0193,0.6,0.2433,0.3336
siamese_kpconv,036-3,test,147814,0.007,0.9316,0.0189,0.1331,0.9,0.8502,0.8502
siamese_kpconv,036-4,test,151218,0.0304,0.7281,0.0734,0.126,0.72,0.4712,0.6603
siamese_kpconv,036-5,test,155858,0.0339,0.6596,0.0709,0.192,0.84,0.6174,0.6449
siamese_kpconv,039-2,test,154177,0.0061,0.3088,0.0087,0.0131,0.38,0.1224,0.1224
siamese_kpconv,039-5,test,164569,0.0731,0.5526,0.1523,0.1627,0.64,0.4421,0.5499
siamese_kpconv,040-3,test,282613,0.0141,0.6357,0.0391,0.0483,0.7,0.1647,0.3254
siamese_kpconv,040-4,test,277978,0.0572,0.4889,0.1022,0.1173,0.34,0.4266,0.4496
siamese_kpconv,040-5,test,269900,0.0684,0.6103,0.1471,0.1812,0.68,0.532,0.5862
siamese_kpconv,041-2,test,56643,0.0204,0.833,0.0998,0.2085,0.58,0.3332,0.3332
siamese_kpconv,041-3,test,61573,0.0436,0.8829,0.1721,0.5087,0.8,0.6626,0.6626
siamese_kpconv,041-4,test,57601,0.0264,0.9372,0.1831,0.496,0.64,0.6309,0.6309
siamese_kpconv,041-5,test,62375,0.094,0.9061,0.4131,0.5808,0.6,0.7013,0.7013
siamese_kpconv,045-2,val,71612,0.0018,0.7804,0.0077,0.0142,0.58,0.0498,0.0498
siamese_kpconv,045-3,val,73736,0.0009,0.9409,0.0045,0.0226,0.72,0.2679,0.2679
siamese_kpconv,045-4,val,78322,0.101,0.8145,0.2876,0.4277,0.66,0.5896,0.3596
siamese_kpconv,046-2,test,77971,0.0014,0.379,0.0026,0.0035,0.44,0.0043,0.0431
siamese_kpconv,046-3,test,78579,0.0107,0.6936,0.0299,0.0431,0.76,0.5961,0.5961
siamese_kpconv,046-4,test,71061,0.0019,0.2884,0.0024,0.0039,0.32,0.0083,0.0083
siamese_kpconv,046-5,test,67519,0.0184,0.6548,0.0498,0.0726,0.82,0.1759,0.2939
siamese_kpconv,047-2,val,96643,0.0033,0.0453,0.0,0.0067,0.18,0.0307,0.0307
siamese_kpconv,047-3,val,115977,0.0008,0.7466,0.0026,0.004,0.68,0.1372,0.1372
siamese_kpconv,047-5,val,123115,0.0096,0.4927,0.0169,0.052,0.78,0.0562,0.1821
siamese_kpconv,048-2,val,210820,0.0019,0.5334,0.0051,0.0055,0.54,0.0225,0.0243
